Attaching to rasa_logger_1, rasa_nginx_1, rasa_app_1, rasa_rasa-production_1, rasa_rasa-worker_1, rasa_rasa-x_1, rasa_rabbit_1, rasa_db_1, rasa_duckling_1
nginx_1            | SSL encryption is not used since no certificates were provided.
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:13 +0000] "GET /api/projects/default/entities HTTP/1.1" 200 2 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:13 +0000] "GET /api/projects/default/intents HTTP/1.1" 200 1472 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:13 +0000] "GET /api/features HTTP/1.1" 200 2 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:13 +0000] "GET /api/environments HTTP/1.1" 200 184 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:13 +0000] "GET /icons/favicon.ico HTTP/1.1" 200 6518 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:14 +0000] "POST /api/conversations HTTP/1.1" 201 323 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:16 +0000] "POST /api/projects/default/logs?q=hi HTTP/1.1" 200 489 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rasa-production_1  | 2019-08-08 13:22:17 ERROR    pika.adapters.utils.io_services_utils  - Socket failed to connect: <socket.socket fd=23, family=AddressFamily.AF_INET, type=2049, proto=6, laddr=('172.20.0.6', 52408)>; error=111 (Connection refused)
rasa-production_1  | 2019-08-08 13:22:17 ERROR    pika.adapters.utils.connection_workflow  - TCP Connection attempt failed: ConnectionRefusedError(111, 'Connection refused'); dest=(<AddressFamily.AF_INET: 2>, <SocketKind.SOCK_STREAM: 1>, 6, '', ('172.20.0.3', 5672))
rasa-production_1  | 2019-08-08 13:22:17 ERROR    pika.adapters.utils.connection_workflow  - AMQPConnector - reporting failure: AMQPConnectorSocketConnectError: ConnectionRefusedError(111, 'Connection refused')
rabbit_1           | [0m[38;5;2mINFO [0m ==> ** RabbitMQ setup finished! **
rabbit_1           | 
rabbit_1           | [0m[38;5;2mINFO [0m ==> ** Starting RabbitMQ **
rabbit_1           | 2019-08-08 13:22:22.319 [info] <0.326.0> 
rabbit_1           |  Starting RabbitMQ 3.7.15 on Erlang 22.0
rabbit_1           |  Copyright (C) 2007-2019 Pivotal Software, Inc.
rabbit_1           |  Licensed under the MPL.  See https://www.rabbitmq.com/
rabbit_1           | 
rabbit_1           |   ##  ##
rabbit_1           |   ##  ##      RabbitMQ 3.7.15. Copyright (C) 2007-2019 Pivotal Software, Inc.
rabbit_1           |   ##########  Licensed under the MPL.  See https://www.rabbitmq.com/
rabbit_1           |   ######  ##
rabbit_1           |   ##########  Logs: <stdout>
rabbit_1           | 
rabbit_1           |               Starting broker...
rabbit_1           | 2019-08-08 13:22:22.322 [info] <0.326.0> 
rabbit_1           |  node           : rabbit@localhost
rabbit_1           |  home dir       : /opt/bitnami/rabbitmq/.rabbitmq
rabbit_1           |  config file(s) : /opt/bitnami/rabbitmq/etc/rabbitmq/rabbitmq.config
rabbit_1           |  cookie hash    : OG5kq/J+jSa9OTP3ZD/Y8Q==
rabbit_1           |  log(s)         : <stdout>
rabbit_1           |  database dir   : /bitnami/rabbitmq/mnesia/rabbit@localhost
rasa-production_1  | 2019-08-08 13:22:22 ERROR    pika.adapters.utils.io_services_utils  - Socket failed to connect: <socket.socket fd=23, family=AddressFamily.AF_INET, type=2049, proto=6, laddr=('172.20.0.6', 52422)>; error=111 (Connection refused)
rasa-production_1  | 2019-08-08 13:22:22 ERROR    pika.adapters.utils.connection_workflow  - TCP Connection attempt failed: ConnectionRefusedError(111, 'Connection refused'); dest=(<AddressFamily.AF_INET: 2>, <SocketKind.SOCK_STREAM: 1>, 6, '', ('172.20.0.3', 5672))
rasa-production_1  | 2019-08-08 13:22:22 ERROR    pika.adapters.utils.connection_workflow  - AMQPConnector - reporting failure: AMQPConnectorSocketConnectError: ConnectionRefusedError(111, 'Connection refused')
rabbit_1           | 2019-08-08 13:22:23.235 [info] <0.326.0> Running boot step pre_boot defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.235 [info] <0.326.0> Running boot step rabbit_core_metrics defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.236 [info] <0.326.0> Running boot step rabbit_alarm defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.239 [info] <0.334.0> Memory high watermark set to 3190 MiB (3345175347 bytes) of 7975 MiB (8362938368 bytes) total
rabbit_1           | 2019-08-08 13:22:23.243 [info] <0.336.0> Enabling free disk space monitoring
rabbit_1           | 2019-08-08 13:22:23.244 [info] <0.336.0> Disk free limit set to 836MB
rabbit_1           | 2019-08-08 13:22:23.247 [info] <0.326.0> Running boot step code_server_cache defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.247 [info] <0.326.0> Running boot step file_handle_cache defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.247 [info] <0.339.0> Limiting to approx 1048476 file handles (943626 sockets)
rabbit_1           | 2019-08-08 13:22:23.247 [info] <0.340.0> FHC read buffering:  OFF
rabbit_1           | 2019-08-08 13:22:23.247 [info] <0.340.0> FHC write buffering: ON
rabbit_1           | 2019-08-08 13:22:23.248 [info] <0.326.0> Running boot step worker_pool defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.249 [info] <0.326.0> Running boot step database defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.250 [info] <0.326.0> Waiting for Mnesia tables for 30000 ms, 9 retries left
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Waiting for Mnesia tables for 30000 ms, 9 retries left
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Peer discovery backend rabbit_peer_discovery_classic_config does not support registration, skipping registration.
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Running boot step database_sync defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Running boot step codec_correctness_check defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Running boot step external_infrastructure defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Running boot step rabbit_registry defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Running boot step rabbit_auth_mechanism_cr_demo defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Running boot step rabbit_queue_location_random defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.301 [info] <0.326.0> Running boot step rabbit_event defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_auth_mechanism_amqplain defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_auth_mechanism_plain defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_exchange_type_direct defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_exchange_type_fanout defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_exchange_type_headers defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_exchange_type_topic defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_mirror_queue_mode_all defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_mirror_queue_mode_exactly defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.302 [info] <0.326.0> Running boot step rabbit_mirror_queue_mode_nodes defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.303 [info] <0.326.0> Running boot step rabbit_priority_queue defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.303 [info] <0.326.0> Priority queues enabled, real BQ is rabbit_variable_queue
rabbit_1           | 2019-08-08 13:22:23.303 [info] <0.326.0> Running boot step rabbit_queue_location_client_local defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.303 [info] <0.326.0> Running boot step rabbit_queue_location_min_masters defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.303 [info] <0.326.0> Running boot step kernel_ready defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.303 [info] <0.326.0> Running boot step rabbit_sysmon_minder defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.303 [info] <0.326.0> Running boot step rabbit_epmd_monitor defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.307 [info] <0.326.0> Running boot step guid_generator defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.309 [info] <0.326.0> Running boot step rabbit_node_monitor defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.310 [info] <0.364.0> Starting rabbit_node_monitor
rabbit_1           | 2019-08-08 13:22:23.310 [info] <0.326.0> Running boot step delegate_sup defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.311 [info] <0.326.0> Running boot step rabbit_memory_monitor defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.311 [info] <0.326.0> Running boot step core_initialized defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.312 [info] <0.326.0> Running boot step upgrade_queues defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.338 [info] <0.326.0> Running boot step rabbit_connection_tracking defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.339 [info] <0.326.0> Running boot step rabbit_connection_tracking_handler defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.339 [info] <0.326.0> Running boot step rabbit_exchange_parameters defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.339 [info] <0.326.0> Running boot step rabbit_mirror_queue_misc defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.339 [info] <0.326.0> Running boot step rabbit_policies defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.340 [info] <0.326.0> Running boot step rabbit_policy defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.341 [info] <0.326.0> Running boot step rabbit_queue_location_validator defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.341 [info] <0.326.0> Running boot step rabbit_vhost_limit defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.341 [info] <0.326.0> Running boot step rabbit_mgmt_reset_handler defined by app rabbitmq_management
rabbit_1           | 2019-08-08 13:22:23.341 [info] <0.326.0> Running boot step rabbit_mgmt_db_handler defined by app rabbitmq_management_agent
rabbit_1           | 2019-08-08 13:22:23.341 [info] <0.326.0> Management plugin: using rates mode 'basic'
rabbit_1           | 2019-08-08 13:22:23.341 [info] <0.326.0> Running boot step recovery defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.343 [info] <0.398.0> Making sure data directory '/bitnami/rabbitmq/mnesia/rabbit@localhost/msg_stores/vhosts/628WB79CIFDYO9LJI6DKMI09L' for vhost '/' exists
rabbit_1           | 2019-08-08 13:22:23.347 [info] <0.398.0> Starting message stores for vhost '/'
rabbit_1           | 2019-08-08 13:22:23.347 [info] <0.402.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_transient": using rabbit_msg_store_ets_index to provide index
rabbit_1           | 2019-08-08 13:22:23.349 [info] <0.398.0> Started message store of type transient for vhost '/'
rabbit_1           | 2019-08-08 13:22:23.349 [info] <0.405.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_persistent": using rabbit_msg_store_ets_index to provide index
rabbit_1           | 2019-08-08 13:22:23.351 [info] <0.398.0> Started message store of type persistent for vhost '/'
rabbit_1           | 2019-08-08 13:22:23.359 [info] <0.326.0> Running boot step load_definitions defined by app rabbitmq_management
rabbit_1           | 2019-08-08 13:22:23.359 [info] <0.326.0> Running boot step empty_db_check defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.359 [info] <0.326.0> Running boot step rabbit_looking_glass defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.360 [info] <0.326.0> Running boot step rabbit_core_metrics_gc defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.360 [info] <0.326.0> Running boot step background_gc defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.360 [info] <0.326.0> Running boot step connection_tracking defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.360 [info] <0.326.0> Setting up a table for connection tracking on this node: tracked_connection_on_node_rabbit@localhost
rabbit_1           | 2019-08-08 13:22:23.360 [info] <0.326.0> Setting up a table for per-vhost connection counting on this node: tracked_connection_per_vhost_on_node_rabbit@localhost
rabbit_1           | 2019-08-08 13:22:23.361 [info] <0.326.0> Running boot step routing_ready defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.361 [info] <0.326.0> Running boot step pre_flight defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.361 [info] <0.326.0> Running boot step notify_cluster defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.361 [info] <0.326.0> Running boot step networking defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.363 [warning] <0.432.0> Setting Ranch options together with socket options is deprecated. Please use the new map syntax that allows specifying socket options separately from other options.
rabbit_1           | 2019-08-08 13:22:23.364 [info] <0.446.0> started TCP listener on [::]:5672
rabbit_1           | 2019-08-08 13:22:23.364 [info] <0.326.0> Running boot step direct_client defined by app rabbit
rabbit_1           | 2019-08-08 13:22:23.394 [info] <0.496.0> Management plugin: HTTP (non-TLS) listener started on port 15672
rabbit_1           | 2019-08-08 13:22:23.394 [info] <0.602.0> Statistics database started.
rabbit_1           |  completed with 3 plugins.
rabbit_1           | 2019-08-08 13:22:23.542 [info] <0.8.0> Server startup complete; 3 plugins started.
rabbit_1           |  * rabbitmq_management
rabbit_1           |  * rabbitmq_web_dispatch
rabbit_1           |  * rabbitmq_management_agent
rabbit_1           | 2019-08-08 13:22:27.731 [info] <0.612.0> accepting AMQP connection <0.612.0> (172.20.0.6:52426 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:27.734 [info] <0.612.0> connection <0.612.0> (172.20.0.6:52426 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:27.739 [info] <0.612.0> closing AMQP connection <0.612.0> (172.20.0.6:52426 -> 172.20.0.3:5672, vhost: '/', user: 'user')
rabbit_1           | 2019-08-08 13:22:27.759 [info] <0.625.0> accepting AMQP connection <0.625.0> (172.20.0.6:52430 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:27.766 [info] <0.625.0> connection <0.625.0> (172.20.0.6:52430 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:27.779 [info] <0.625.0> closing AMQP connection <0.625.0> (172.20.0.6:52430 -> 172.20.0.3:5672, vhost: '/', user: 'user')
rabbit_1           | 2019-08-08 13:22:27.795 [info] <0.638.0> accepting AMQP connection <0.638.0> (172.20.0.6:52434 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:27.802 [info] <0.638.0> connection <0.638.0> (172.20.0.6:52434 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:27.809 [info] <0.638.0> closing AMQP connection <0.638.0> (172.20.0.6:52434 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:27 +0000] "POST /api/conversations/33f1c5a74fa14eefb82614a6b3563941/events HTTP/1.1" 200 389 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:27 +0000] "POST /api/conversations/33f1c5a74fa14eefb82614a6b3563941/events HTTP/1.1" 200 389 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:27 +0000] "POST /api/conversations/33f1c5a74fa14eefb82614a6b3563941/events HTTP/1.1" 200 389 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 2019/08/08 13:22:28 [info] 10#0: *13 client closed connection while waiting for request, client: 177.136.148.42, server: 0.0.0.0:8080
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:28 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:28 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:28 +0000] "POST /api/conversations/33f1c5a74fa14eefb82614a6b3563941/predict HTTP/1.1" 200 623 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:28 +0000] "POST /api/conversations/33f1c5a74fa14eefb82614a6b3563941/predict HTTP/1.1" 200 623 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:28 +0000] "POST /api/conversations/33f1c5a74fa14eefb82614a6b3563941/predict HTTP/1.1" 200 623 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:28 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:35 +0000] "GET /talk/strict HTTP/1.1" 200 1532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:35 +0000] "GET /api/projects/default/entities HTTP/1.1" 200 2 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:35 +0000] "GET /api/environments HTTP/1.1" 200 184 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:35 +0000] "GET /api/features HTTP/1.1" 200 2 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:22:35.740 [info] <0.651.0> accepting AMQP connection <0.651.0> (172.20.0.6:52476 -> 172.20.0.3:5672)
